RecipeID,Name,TimeRequired,Instructions,Portions,Cuisine,DishID
324,Balsamic Berry Salsa,30,"Thoroughly combine strawberries, balsamic vinegar, wine, sugar, and black pepper in a mixing bowl., Serving Suggestions: As a summer appetizer, a dessert salsa (with  whipped cream or mascarpone, or with pork.",4.0,International,324
325,Moist Carrot and Raisin Walnut Loaf,30,"Grease a loaf tin and line the base., Cream butter, sugar and vanilla., Beat in golden syrup., Add eggs one at a time; beat until well combined., Stir in carrot, raisins and walnuts., (Don't worry if the mixture looks curdled; it will come out right when the flour is added., Stir in sifted dry ingredients; stir until combined., Pour mixture into prepared pan., Bake in moderate oven about 1-1/4 hours., Let stand about 5 minutes before turning out onto a wire rack.",12.0,International,325
326,Sliced Sweet Potato Pie,30,"Boil sweet potatoes until half cooked, 15 to 20 minutes., Peel and slice sweet potatoes thinly., Mix brown sugar, cinnamon, nutmeg, ginger and salt., Place a layer of sweet potatoes in pastry-lined  9-inch pie pan., Sprinkle with some of the spice mixture; dot with a little bit of butter., Continue with layers until all ingredients are used, dotting top with butter., Add cream., Top with top crust, fluting edges and cutting vents., Bake at 425 degrees Fahrenheit for 30 for 40 minutes., 
If potatoes are still not tender, reduce temperature to 350 degrees Fahrenheit and continue baking until they are done.",8.0,International,326
327,Chocolate and Vanilla Chip Biscotti,30,"Heat oven to 350 degrees Fahrenheit., Spray cookie sheets with nonstick cooking spray., In  medium bowl, combine flour, cocoa and baking powder; mix well., In large bowl, combine sugar, brown sugar and butter; beat until blended., Add eggs; beat well., Add flour mixture; mix well., Stir in vanilla chips., With sprayed hands, shape dough into three 7\ rolls., Place rolls 3\ apart on sprayed cookie sheet; flatten  each to 7\ x 3\ rectangle., Bake at 350 degrees Fahrenheit for 22 to 28 minutes or until set and light  golden brown., 
Remove from cookie sheet; place on wire racks., Cool 5 minutes., With serrated knife, cut rectangles into 1/2\ slices., Arrange slices, cut side up, on  ungreased cookie sheet., Bake at 350 degrees Fahrenheit for 6 to 8 minutes or until top surface is  slightly dry., Turn cookies over; bake an additional 6 to 8 minutes or until top surface is slightly dry., Remove from cookie sheets; cool 15 minutes or until  completely cooled., Store in tightly covered container., NOTES : Ingredient substitution: Use semi-sweet or milk chocolate chips in  place of the vanilla chips.
",4.0,International,327
328,Carrot and Orange Loaf,30,"Grease a 14 x 21 cm loaf pan; line the base with greased paper., Cream butter and sugar until light and creamy., Beat in eggs one at a  time; beat until combined., Stir in sultanas and grated carrot., Add sifted dry ingredients and orange juice., Spread into the prepared pan., Bake in moderately slow oven 1-1/2 hours., Stand 5 minutes before turning cake on to a wire rack to cool., Ice when cold., Icing:, Beat butter until creamy, gradually beat in sifted icing sugar., Add orange juice; beat until smooth., 
Excellent.",12.0,International,328
329,Linda'a Guadalajara - Style Burritos,30,"Brown hamburger and onion., Add beans, spices and chili sauce. Mix together  and heat on low flame while shredding cheese. Place about 1/2 cup on flour  tortilla., Top with shredded cheese and roll up., Place seam side down on  plate in micro-wave. Heat on \re-heat\ for 1 minute until cheese melts.",1.0,International,329
330,Double Chocolate Chunk Biscotti,30,"Lightly grease a large cookie sheet. Set aside. In a large mixing bowl beat  butter with an electric mixer on med. speed for 30 sec., Add sugar, cocoa powder and baking powder & beat until combined., Beat in eggs., Beat in as much of the flour as you can., Using a spoon, stir in any remaining flour, white baking bar and semisweet chocolate. Divide dough in half., Shape each half into a 9\ long log., Place log about 4\ apart on prepared cookie sheet. Flatten logs slightly until about 2\ thick., 
Bake logs in a 375 degree oven for 20-25 min. or until a wooden toothpick inserted neat the centers comes out clean., Cool on the cookie sheet set on a wire rack for 1 hour., Using a serrated knife, cut each log diagonally into 1/2\ thick slices., Lay slices, cut side down, on ungreased cookie sheets., Bake slices in a 325 degree oven for 8 min., Turn slices over., Bake 7-9 min. more or until slices are dry and crisp. (Do not overbake., Transfer to wire racks and let cool., Store in an airtight container at room temperature for up to 1 week or freeze for up to 3 months.
",32.0,International,330
331,Dreamy Blueberry Pie,30,"Knead together pretzel crumbs and butter in plastic food-storage bag., Press over bottom and sides of a 9\ pie plate. Chill in refrigerator., Bring water to boiling in a small saucepan., Remove from heat. Sprinkle gelatin over top., Let stand 5 minutes to soften., Stir to dissolve., Reserve 16 berries., Transfer rest of berries to food processor. Process until coarsely chopped., Add superfine sugar and cream cheese; blend., Transfer to  large bowl., Beat cream and confectioners' sugar in medium-size bowl until soft  peaks form., 
Set aside 1/3 cup whipped cream; fold remaining into blueberry mixture., Stir in gelatin mixture., Spread in pretzel crust., Dollop or pipe reserved whipped cream on top., Garnish with reserved blueberries., Chill 1 hour., Serve.",8.0,International,331
332,Spaetzle - Hungarian,30,"Mix flour, eggs, and a little salt with water into a paste. Do not beat!, Drop bit by bit into boiling salted water (the more the better., Two approaches work here, either: (a lower scant teaspoon of the paste into the boiling water (the spaetzle will separate from the spoon and start to cook one by one,  (buse a coarse grater to force drops of the paste into the water., Cook for 1-2 minutes then strain (and rinse, optional.",4.0,International,332
333,Spaetzle - German,30,"Beat eggs well; add remaining ingredients and beat until the dough  blisters., Drop from the tip of a wet teaspoon into boiling salted water., Cook until tender (about 15 minutes. Drain., Toss with melted butter.",4.0,International,333
334,Banana Marshmallow Ice Cream (Still-Freeze),30,"In an electric blender, combine milk, marshmallows, sugar, sliced bananas and  lemon juice. Blend on high speed., Whip heavy cream and then stir cream into blended banana mixture.  Still-freeze.",1.0,International,334
335,Calzones,30,"Thaw bread dough., When it is able to be sliced, cut each loaf  into 6 sections., Place on greased cookie sheet and allow to rise to its capacity., While dough is rising, brown meat and  mushrooms., When dough is raised, roll out each section on  floured board., Place 1 tablespoon meat mixture on half the  dough., Add pizza sauce and pizza cheese, as much as you like., Fold in  half and pinch the edges of the dough pieces together., Lay on  cookie sheet., Bake at 300 degrees Fahrenheit until done., 
May be baked at a higher temperature, if oven isn't too  hot., Bake until bread dough is not doughy on inside., Can make vegetable calzones, too.",4.0,International,335
336,Banana Ice Cream I,30,"In top of double boiler, stir together sugar, salt, slightly beaten egg yolks  and 2 cups of light cream., Cook, stirring frequently, until mixture coats a  spoon., Cool., Peel and mash bananas and combine with lemon juice., Add heavy cream, remaining light cream, and bananas to the cooled egg yolk mixture., Churn-freeze.",6.0,International,336
337,Iced Cafe Au Lait,30,"Whirl cold coffee, milk, and crushed ice in a blender., Add desired sugar; continue blending until frothy., Pour over ice.",4.0,International,337
338,Whole Wheat Calzone,30,"In medium skillet, heat 2 tablespoons oil; saute onion, green and red peppers, and garlic for 3 minutes, stirring constantly., Add  chicken, salt, pepper and oregano; stir occasionally until meat  is browned, about 10 minutes., Drain off excess fat. Remove  skillet from heat., Stir in Parmesan cheese, Swiss cheese, parsley and beaten egg; mix  well and set aside., Make bread mix according to directions., Divide in 4 parts and roll each into a 9-inch circle., Place 1/4 of meat mixture on each., 
Moisten edges with water; fold to enclose filling, and press edges to seal., On a lightly greased baking sheet, cover and let rise for 15 minutes., Brush tops with egg yolk and water., Bake at 350 degrees Fahrenheit for 20 to 30 minutes or until golden brown and sound hollow when tapped.",4.0,International,338
339,Creamy Iced Coffee,30,"Combine the coffee, sugar, and ice, in the blender and whirl until creamy.",1.0,International,339
340,Coffee Punch with Ice Cream Floats,30,"In 6-cup glass serving bowl mix coffee, cream and sugar., With kitchen  shears cut ice cream carton open, remove ice cream and cut into large  chunks., Float on coffee mixture. Sprinkle with powdered coffee and  cinnamon., Immediately ladle into punch cups or wine goblets., Serve with  spoon",6.0,International,340
341,Chicken and Sausage,30,"In a large skillet, heat the oil over medium-high heat. add the chicken  and cook until browned., Remove the chicken; set aside. Reduce the heat to  medium., In the same skillet, cook the sausage, green pepper, and garlic,  stirring, until the sausage is browned and the pepper is tender., Spoon  off the fat. Stir in the soup, water, tomato sauce, and Italian  seasoning., Heat to boliling and return the chicken to the skillet.  Reduce the heat to low., Cover; cook for 6-7 minutes more, or until the  chicken is no longer pink, stirring occasionally., 
Mix the 1 tablespoon cornstarch with the 2 tablespoons of water., Stir  into the sauce and bring to a boil., Reduce heat and continue cooking,  stirring occcasionally, until the sauce thickens., Serve over hot cooked noodles or rice., Note: Sauce freezes well.",10.0,International,341
342,M&M and Chocolate Chews,30,"Cream ingredients in Part 1 well., Add Part 1 mixture to part 2 mixture.  Spread 1/2 mixture in pan., Top with M&M's and then remaining dough., Bake at  375~ for 25-30 minutes.",1.0,International,342
343,Cafe Latte,30,"Add (sweetened hot espresso and steamed milk to a tall glass of ice. Stir., If desired, sprinkle top with ground cinnamon., Serve with a straw.",1.0,International,343
344,No-bake Honey Snacks,30,"Grind raisins and nuts in small batches.  Stir in honey., Roll into 36 balls., Cover; refrigerate 24 hours., Roll in white or colored coconut., If all snacks are not eaten, refrigerate the leftovers.",12.0,International,344
